Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;IVAN ANUŠIÆ;IVICA MANDIÆ;VESNA VUÈEMILOVIÆ
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;025;OSIJEK;OSNOVNA ŠKOLA SVETE ANE;ULICA SV. ANE 2;1003;414;414;372;42;213;68;91
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;026;OSIJEK;GRADSKA ÈETVRT GORNJI GRAD;TRG LAVA MIRSKOG 1;534;229;229;206;23;129;33;44
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;027;OSIJEK;GRADSKA ÈETVRT GORNJI GRAD;TRG LAVA MIRSKOG 1;682;282;282;260;22;146;64;50
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;028;OSIJEK;OSNOVNA ŠKOLA FRANJE KREŽME;ŠKOLSKA 3;433;185;185;165;20;89;37;39
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;029;OSIJEK;OSNOVNA ŠKOLA ANTUNA MIHANOVIÆA;IVANA GUNDULIÆA 5;802;325;325;289;36;182;52;55
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;030;OSIJEK;SPORTSKA DVORANA ZRINJEVAC;SJEVERNA STRANA;934;376;376;337;39;236;40;61
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;031;OSIJEK;SPORTSKA DVORANA ZRINJEVAC;SJEVERNA STRANA;464;160;159;143;16;77;29;37
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;032;OSIJEK;"OSNOVNA ŠKOLA ""DOBRIŠA CESARIÆ""";NERETVANSKA 10;631;233;233;207;26;131;41;35
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;033;OSIJEK;"OSNOVNA ŠKOLA ""DOBRIŠA CESARIÆ""";NERETVANSKA 10;505;197;197;180;17;112;35;33
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;034;OSIJEK;GRADSKA ÈETVRT INDUSTRIJSKA ÈETVRT;VIJENAC KRALJEVE SUTJESKE 2;687;301;301;274;27;180;38;56
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;035;OSIJEK;"OSNOVNA ŠKOLA ""AUGUST ŠENOA""";DRINSKA 14;570;231;230;208;22;147;17;44
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;036;OSIJEK;"DJEÈJI VRTIÆ ""PÈELICA""";GACKA 1A;607;251;251;240;11;153;29;58
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;037;OSIJEK;GRADSKA ÈETVRT INDUSTRIJSKA ÈETVRT, DVORAC MAÈKAMAMA;DRINSKA 2;512;216;216;205;11;129;30;46
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;038;OSIJEK;"PROSTORIJA UHDDR, TEMELJNI OGRANAK ""FILIPOVICA""";BEDNJANSKA ULICA BB;647;244;244;230;14;164;19;47
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;039;OSIJEK;"DJEÈJI VRTIÆ ""PÈELICA""";GACKA 1A;1006;414;414;386;28;256;60;70
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;040;OSIJEK;"OSNOVNA ŠKOLA ""AUGUST ŠENOA""";DRINSKA 14;1110;508;508;471;37;279;81;111
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;041;OSIJEK;GRADSKA ÈETVRT TVRÐA;TRG FRANJE BARUNA TRENKA 3;718;346;346;301;45;167;59;75
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;042;OSIJEK;GRADSKA ÈETVRT TVRÐA;TRG FRANJE BARUNA TRENKA 3;698;302;302;275;27;150;53;72
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;043;OSIJEK;ELEKTROTEHNIÈKA I PROMETNA ŠKOLA OSIJEK;ISTARSKA 3;704;320;320;283;37;152;64;67
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;044;OSIJEK;II.GIMNAZIJA OSIJEK;ULICA KAMILA FIRINGERA 5;301;128;128;115;13;62;18;35
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;045;OSIJEK;GRADSKA ÈETVRT TVRÐA;VIJENAC IVANA MEŠTROVIÆA 26F;899;411;409;365;44;211;74;80
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;046;OSIJEK;GRADSKA ÈETVRT TVRÐA;VIJENAC IVANA MEŠTROVIÆA 26F;714;295;295;266;29;157;44;65
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;047;OSIJEK;OSNOVNA ŠKOLA VIJENAC;VIJENAC IVANA MEŠTROVIÆA 36;478;197;197;185;12;93;38;54
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;048;OSIJEK;OSNOVNA ŠKOLA VIJENAC;VIJENAC IVANA MEŠTROVIÆA 36;533;205;205;182;23;119;29;34
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;049;OSIJEK;"DJEÈJI VRTIÆ ""STRIBOR""";VIJENAC IVANA MEŠTROVIÆA 7A;712;327;327;300;27;175;53;72
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;050;OSIJEK;VATROGASNI CENTAR OSIJEK;ULICA IVANA GORANA KOVAÈIÆA 2;682;242;242;225;17;148;30;47
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;051;OSIJEK;OSNOVNA ŠKOLA FRANA KRSTE FRANKOPANA;FRANKOPANSKA 64;498;215;215;201;14;121;31;49
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;052;OSIJEK;OSNOVNA ŠKOLA FRANA KRSTE FRANKOPANA;MARTINA DIVALTA 53;1120;406;405;375;30;216;62;97
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;053;OSIJEK;"DJEÈJI VRTIÆ ""JABUKA""";VIJENAC IVANA ÈESMIÈKOG 7A;434;160;160;146;14;93;25;28
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;054;OSIJEK;"OSNOVNA ŠKOLA ""MLADOST""";SJENJAK 7;1075;519;519;480;39;290;82;108
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;055;OSIJEK;"OSNOVNA ŠKOLA ""MLADOST""";SJENJAK 7;991;447;447;399;48;241;78;80
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;056;OSIJEK;GRADSKA ÈETVRT NOVI GRAD;SJENJAK 133;542;250;250;226;24;124;41;61
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;057;OSIJEK;GRADSKA ÈETVRT NOVI GRAD;SJENJAK 133;591;272;271;238;33;161;46;31
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;058;OSIJEK;GRADSKA ÈETVRT NOVI GRAD;SJENJAK 133;819;396;396;354;42;219;56;79
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;059;OSIJEK;GRADSKA ÈETVRT NOVI GRAD;UICA KRALJA PETRA SVAÈIÆA 36;667;247;247;227;20;141;34;52
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;060;OSIJEK;GRADSKA ÈETVRT NOVI GRAD;ULICA KRALJA PETRA SVAÈIÆA 36;686;286;285;268;17;162;48;58
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;061;OSIJEK;GRADSKA ÈETVRT NOVI GRAD;ULICA KRALJA PETRA SVAÈIÆA 36;1160;418;418;379;39;214;62;103
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;062;OSIJEK;GRADSKA ÈETVRT NOVI GRAD;ULICA KRALJA PETRA SVAÈIÆA 36;634;250;250;230;20;157;24;49
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;063;OSIJEK;GRADSKA ÈETVRT NOVI GRAD;ULICA KRALJA PETRA SVAÈIÆA 36;566;226;226;211;15;131;37;43
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;064;OSIJEK;GRADSKA ÈETVRT NOVI GRAD;ULICA KRALJA PETRA SVAÈIÆA 36;1042;372;372;346;26;236;44;66
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;065;OSIJEK;"OSNOVNA ŠKOLA ""GRIGOR VITEZ""";KORÈULANSKA 1;782;268;268;249;19;150;38;61
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;066;OSIJEK;"OSNOVNA ŠKOLA ""GRIGOR VITEZ""";KORÈULANSKA 1;903;379;379;352;27;252;37;63
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;067;OSIJEK;GRADSKA ÈETVRT JUG II;SRIJEMSKA ULICA 124B;477;169;169;156;13;98;30;28
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;068;OSIJEK;GRADSKA ÈETVRT JUG II;SRIJEMSKA ULICA 124B;720;312;312;300;12;209;29;62
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;069;OSIJEK;GRADSKA ÈETVRT JUG II;SRIJEMSKA ULICA 124B;788;253;253;240;13;154;29;57
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;070;OSIJEK;"DJEÈJI VRTIÆ ""MASLAÈAK""";VELALUŠKA BB;976;407;407;386;21;249;51;86
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;071;OSIJEK;"DJEÈJI VRTIÆ ""NEVIÈICA""";OPATIJSKA BB;639;221;221;204;17;127;41;36
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;072;OSIJEK;DOM SINDIKATA TVORNICE ŠEÆERA;FRANKOPANSKA 99;756;294;293;279;14;171;49;59
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;073;OSIJEK;DOM SINDIKATA TVORNICE ŠEÆERA;FRANKOPANSKA 99;759;298;298;286;12;172;39;75
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;074;OSIJEK;DOM SINDIKATA TVORNICE ŠEÆERA;FRANKOPANSKA 99;764;291;291;272;19;178;43;51
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;075;OSIJEK;GRADSKA ÈETVRT JUG II;KAŠTELANSKA 42B;779;299;299;270;29;192;28;50
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;076;OSIJEK;"OSNOVNA ŠKOLA ""TIN UJEVIÆ""";OPATIJSKA 46;893;300;300;278;22;173;36;69
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;077;OSIJEK;"OSNOVNA ŠKOLA ""TIN UJEVIÆ""";OPATIJSKA 46;552;207;207;198;9;102;32;64
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;078;OSIJEK;"OSNOVNA ŠKOLA ""TIN UJEVIÆ""";OPATIJSKA 46;640;238;238;222;16;139;37;46
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;079;OSIJEK;OBRTNIÈKA ŠKOLA OSIJEK;TRG BANA JOSIPA JELAÈIÆA 24;891;365;365;330;35;203;56;71
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;080;OSIJEK;GRADSKA ÈETVRT DONJI GRAD;TRG BANA JOSIPA JELAÈIÆA 25;855;330;330;306;24;183;63;60
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;081;OSIJEK;OSNOVNA ŠKOLA JAGODE TRUHELKE;CRKVENA ULICA 23;872;345;345;314;31;174;57;83
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;082;OSIJEK;OSNOVNA ŠKOLA JAGODE TRUHELKE;CRKVENA ULICA 23;761;309;309;287;22;181;45;61
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;083;OSIJEK;OSNOVNA ŠKOLA JAGODE TRUHELKE;CRKVENA ULICA 23;916;316;316;295;21;194;35;66
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;084;OSIJEK;GRADSKA ÈETVRT DONJI GRAD;KRSTOVA ULICA 97B;650;259;258;242;16;155;28;59
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;085;OSIJEK;GRADSKA ÈETVRT DONJI GRAD;KRSTOVA ULICA 97B;583;255;255;242;13;157;39;46
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;086;OSIJEK;OSNOVNA ŠKOLA LJUDEVITA GAJA;KRSTOVA ULICA 99;646;244;244;222;22;136;28;58
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;087;OSIJEK;OSNOVNA ŠKOLA LJUDEVITA GAJA;KRSTOVA ULICA 99;679;229;229;220;9;156;26;38
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;088;OSIJEK;GRADSKA ÈETVRT DONJI GRAD;ZELENO POLJE 5;853;301;301;284;17;165;53;66
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;089;OSIJEK;GRADSKA ÈETVRT DONJI GRAD;ZELENO POLJE 5;964;311;311;287;24;172;45;70
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;090;JOSIPOVAC;OSNOVNA ŠKOLA JOSIPOVAC;OSJEÈKA 77A;829;282;282;273;9;208;20;45
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;091;JOSIPOVAC;OSNOVNA ŠKOLA JOSIPOVAC;OSJEÈKA 77A;1029;401;401;384;17;280;18;86
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;092;JOSIPOVAC;HRVATSKI DOM JOSIPOVAC;OSJEÈKA 66;670;275;275;263;12;172;18;73
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;093;JOSIPOVAC;HRVATSKI DOM JOSIPOVAC;OSJEÈKA 66;888;317;317;304;13;193;17;94
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;094;VIŠNJEVAC;MJESNI ODBOR VIŠNJEVAC;ULICA J.J. STROSSMAYERA 2;997;392;392;380;12;238;35;107
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;095;VIŠNJEVAC;MJESNI ODBOR VIŠNJEVAC;ULICA J.J. STROSSMAYERA 2;828;311;309;294;15;192;22;80
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;096;VIŠNJEVAC;MJESNI ODBOR VIŠNJEVAC;ULICA J.J. STROSSMAYERA 2;872;332;332;316;16;200;34;82
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;097;VIŠNJEVAC;OSNOVNA ŠKOLA VIŠNJEVAC;CRNI PUT 41;804;304;304;292;12;182;21;89
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;098;VIŠNJEVAC;OSNOVNA ŠKOLA VIŠNJEVAC;CRNI PUT 41;668;255;255;242;13;152;26;64
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;099;VIŠNJEVAC;OSNOVNA ŠKOLA VIŠNJEVAC;CRNI PUT 41;801;323;323;309;14;201;40;68
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;100;VIŠNJEVAC;OSNOVNA ŠKOLA VIŠNJEVAC;CRNI PUT 41;581;226;226;210;16;123;20;67
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;101;BRIJEŠÆE;OSNOVNA ŠKOLA CVJETNO;ZELENA ULICA 1;515;172;172;168;4;109;19;40
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;102;BRIJEŠÆE;OSNOVNA ŠKOLA CVJETNO;ZELENA ULICA 1;673;173;173;170;3;128;23;19
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;103;OSIJEK;MJESNO ODBOR CVJETNO;VIJENAC LIPA 36;783;325;325;310;15;217;33;60
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;104;OSIJEK;MJESNO ODBOR CVJETNO;VIJENAC LIPA 36;737;310;310;303;7;232;25;46
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;105;BRIJEST;MJESNI ODBOR BRIJEST;JUŽNO PREDGRAÐE 54;959;379;379;357;22;246;45;66
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;106;PODRAVLJE;MJESNI ODBOR OSIJEK - LIJEVA OBALA;ULICA PRINCA EUGENA SAVOJSKOG 38;493;262;262;249;13;158;31;60
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;107;TENJA;HRVATSKI DOM TENJA;ULICA SVETE ANE 1E;746;260;260;246;14;171;26;49
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;108;TENJA;HRVATSKI DOM TENJA;ULICA SVETE ANE 1E;809;305;305;289;16;190;31;68
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;109;TENJA;HRVATSKI DOM TENJA;ULICA SVETE ANE 1E;686;273;273;261;12;204;24;33
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;110;TENJA;HRVATSKI DOM TENJA;ULICA SVETE ANE 1E;698;272;271;259;12;186;25;48
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;111;TENJA;HRVATSKI DOM TENJA;ULICA SVETE ANE 1E;1092;316;316;299;17;201;24;74
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;112;TENJA;HRVATSKI DOM TENJA;ULICA SVETE ANE 1E;973;199;199;175;24;110;21;44
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;113;TENJA;HRVATSKI DOM TENJA;ULICA SVETE ANE 1E;1023;230;230;203;27;122;34;47
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;114;KLISA;MJESNI ODBOR KLISA;VUKOVARSKA ULICA 48;231;118;118;72;46;25;23;24
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;115;SARVAŠ;MJESNI ODBOR SARVAŠ;OSJEÈKA ULICA 64;811;298;298;286;12;198;35;53
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;116;SARVAŠ;MJESNI ODBOR SARVAŠ;OSJEÈKA ULICA 64;741;268;268;251;17;153;38;60
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;117;TVRÐAVICA;PROSTOR ŽELJKE BARIŠIÆ;TVRÐAVICA 84;494;236;236;211;25;147;27;37
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;001;VALPOVO;ŠUMARIJA VALPOVO;ULICA BANA JOSIPA JELAÈIÆA 4;582;297;297;285;12;172;43;70
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;002;VALPOVO;DVORAC D.O.O. VALPOVO;MATIJE ANTUNA RELJKOVIÆA 16;586;317;317;290;27;173;43;74
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;003;VALPOVO;SREDNJA ŠKOLA VALPOVO;ULICA DR. FRANJE TUÐMANA 2;606;361;361;341;20;170;74;97
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;004;VALPOVO;DOM TEHNIKE VALPOVO, ULAZ 1;BRAÆE RADIÆA 34;697;343;343;322;21;179;51;92
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;005;VALPOVO;"OSNOVNA ŠKOLA ""MATIJE PETRA KATANÈIÆA""";IVE LOLE RIBARA 3;739;359;359;329;30;193;69;67
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;006;VALPOVO;GRADSKA KNJIŽNICA I ÈITAONICA;ULICA JOSIPA JURJA STROSSMAYERA 36;632;329;329;315;14;159;50;106
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;007;VALPOVO;DOM TEHNIKE VALPOVO, ULAZ 2;BRAÆE RADIÆA 34;770;359;359;333;26;178;52;103
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;008;VALPOVO;VATROGASNI DOM VALPOVO;MATIJE GUPCA 50;676;276;276;266;10;166;38;62
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;009;VALPOVO;HAK;MATIJE GUPCA 48;677;382;382;362;20;190;61;111
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;010;LADIMIREVCI;OSNOVNA ŠKOLA LADIMIREVCI;ÐUKE MARIÈIÆA-MUNJE 21;586;296;296;286;10;189;30;67
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;011;LADIMIREVCI;SPORTSKA DVORANA OŠ LADIMIREVCI;ÐUKE MARIÈIÆA - MUNJE 21;585;275;275;265;10;170;28;67
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;012;MARJANÈACI;DRUŠTVENI DOM MARJANÈACI;MATIJE GUPCA 18;229;157;157;152;5;108;15;29
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;013;IVANOVCI;DRUŠTVENI DOM IVANOVCI;PETRA PRERADOVIÆA 58;353;210;210;203;7;125;14;64
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;014;ZELÈIN;DRUŠTVENI DOM ZELÈIN;OSLOBOÐENJA 9;251;166;166;155;11;117;10;28
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;015;HARKANOVCI;OSNOVNA ŠKOLA HARKANOVCI;ŠKOLSKA 6;379;203;203;182;21;130;10;42
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;016;ŠAG;OSNOVNA ŠKOLA ŠAG;BRAÆE RADIÆA 67;346;176;176;168;8;128;16;24
14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;017;NARD;OSNOVNA ŠKOLA;VALPOVAÈKA 27;400;241;241;228;13;148;25;55
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;ANTUNOVAC;001;ANTUNOVAC;HRVATSKI DOM;BRAÆE RADIÆA 4;1031;556;556;548;8;482;10;56
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;ANTUNOVAC;002;ANTUNOVAC;"OSNOVNA ŠKOLA ""ANTUNOVAC""";ŠKOLSKA ULICA 15;812;446;446;439;7;409;7;23
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;ANTUNOVAC;003;IVANOVAC;HRVATSKI DOM;DUGA 35;641;307;307;297;10;262;8;27
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;ANTUNOVAC;004;IVANOVAC;HRVATSKI DOM;DUGA 35;583;254;254;252;2;225;1;26
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;BILJE;001;BILJE;DOM KULTURE;KRALJA ZVONIMIRA 2;660;339;338;321;17;262;29;30
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;BILJE;002;BILJE;DOM KULTURE;KRALJA ZVONIMIRA 2;644;307;305;288;17;224;30;34
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;BILJE;003;BILJE;OSNOVNA ŠKOLA BILJE;ŠKOLSKA ULICA 6;822;480;480;450;30;355;36;59
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;BILJE;004;BILJE;OSNOVNA ŠKOLA BILJE;ŠKOLSKA ULICA 6;810;437;437;411;26;307;35;69
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;BILJE;005;KOPAÈEVO;DOM KULTURE;FERENCA KIŠA 2C;454;317;317;284;33;197;51;36
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;BILJE;006;VARDARAC;DOM KULTURE;ŠANDORA PETEFIJA 114;490;336;335;296;39;227;31;38
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;BILJE;007;LUG;OSNOVNA ŠKOLA LUG;ŠKOLSKA ULICA 6;593;412;412;358;54;241;38;79
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;BILJE;008;KOZJAK;DRUŠTVENE PROSTORIJE;KOZJAK 16;55;31;31;28;3;22;1;5
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;BIZOVAC;001;BROÐANCI;OSNOVNA ŠKOLA;ŠKOLSKA 1;421;220;220;213;7;140;24;49
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;BIZOVAC;002;HABJANOVCI;OSNOVNA ŠKOLA;ŠKOLSKA 14;349;187;187;179;8;131;19;29
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;BIZOVAC;003;NOVAKI BIZOVAÈKI;DRUŠTVENI DOM;IMOTSKA 24;159;95;95;90;5;73;7;10
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;BIZOVAC;004;SAMATOVCI;OSNOVNA ŠKOLA;PERE KOVAÈEVIÆA 5;552;248;248;232;16;163;27;42
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;BIZOVAC;005;CRET BIZOVAÈKI;OSNOVNA ŠKOLA;MATIJE GUPCA 64;451;210;210;202;8;116;24;62
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;BIZOVAC;006;BIZOVAC;KUD BIZOVAC;ULICA KRALJA TOMISLAVA 136;967;482;482;464;18;328;46;90
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;BIZOVAC;007;BIZOVAC;OSNOVNA ŠKOLA;ULICA DR. FRANJE TUÐMANA 1;728;395;395;379;16;268;52;59
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;ÈEMINAC;001;ÈEMINAC;"DRUŠTVENI CENTAR ""DR. FRANJO TUÐMAN""";ULICA HRVATSKIH BRANITELJA 4;811;616;616;567;49;334;65;168
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;ÈEMINAC;002;GRABOVAC;MJESNI ODBOR GRABOVAC;ULICA FRANJE POTURICA BB;727;583;583;538;45;305;101;132
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;ÈEMINAC;003;KOZARAC;"DOM KULTURE ""MEÐIMURSKI DOM""";BANA J. JELAÈIÆA 1;560;398;398;371;27;263;49;59
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;ÈEMINAC;004;NOVI ÈEMINAC;DOM KULTURE;ULICA KRALJA ZVONIMIRA 3A;275;191;190;172;18;96;38;38
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;ÈEPIN;001;ÈOKADINCI;DRUŠTVENI DOM;OSJEÈKA ULICA 76;122;64;64;57;7;46;5;6
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;ÈEPIN;002;ÈEPINSKI MARTINCI;DRUŠTVENI DOM;STJEPANA RADIÆA BB;495;195;195;185;10;157;6;22
14;OSJEÈKO-BARANJSKA ŽUPANIJA;opæina;ÈEPIN;003;BEKETINCI;"OSNOVNA ŠKOLA ""MILKA CEPELIÆA""";ÈEPINSKA 55;467;258;258;246;12;182;18;46
