Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;PETAR MAMULA;DUŠAN STIPANOVIÆ
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;026;BELVEDER;CENTAR ZA ODGOJ I OBRAZOVANJE;SENJSKIH USKOKA 2;52;17;17;17;0;15;2
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;027;BELVEDER;"""DOM MLADIH"" RIJEKA";LAGINJINA 15;62;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;028;KOZALA;"""DOM MLADIH"" RIJEKA";LAGINJINA 15;42;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;029;KOZALA;"OŠ  ""KOZALA""";ANTE KOVAÈIÆA 21;66;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;030;KOZALA;PROSTORIJE MJESNOG ODBORA;VOLÈIÆEV TRG 2;66;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;031;KOZALA;PROSTORIJE MJESNOG ODBORA;VOLÈIÆEV TRG 2;66;9;9;9;0;9;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;032;BRAŠÆINE-PULAC;"OŠ ""BELVEDER""";KOZALA 41;28;3;3;3;0;3;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;033;BRAŠÆINE-PULAC;"OŠ ""BELVEDER""";KOZALA 41;34;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;034;DRENOVA;PROSTORIJE MJESNOG ODBORA;CVETKOV TRG 1;94;8;8;7;1;5;2
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;035;DRENOVA;PROSTORIJE MJESNOG ODBORA;CVETKOV TRG 1;111;4;4;4;0;4;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;036;DRENOVA;"""DVD"" DRENOVA";CVETKOV TRG 1;100;5;5;5;0;5;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;037;DRENOVA;"PROSTORIJE ""LINGUAE"" ŠKOLE STRANIH JEZIKA";CVETKOV TRG 1;78;7;7;7;0;7;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;038;DRENOVA;ZAVIÈAJNI MUZEJ MO DRENOVA;DRENOVSKI PUT 138A;51;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;039;DRENOVA;ZAVIÈAJNI MUZEJ MO DRENOVA;DRENOVSKI PUT 138A;60;4;4;4;0;3;1
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;040;ŠKURINJE;"OŠ  ""IVANA ZAJCA""";ŠKURINJSKA CESTA 7A;144;2;2;2;0;2;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;041;ŠKURINJE;"OŠ ""IVANA ZAJCA""";ŠKURINJSKA CESTA 7A;97;7;7;6;1;6;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;042;ŠKURINJE;"OŠ ""IVANA ZAJCA""";ŠKURINJSKA CESTA 7A;96;4;4;4;0;4;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;043;ŠKURINJE;"OŠ ""IVANA ZAJCA""";ŠKURINJSKA CESTA 7A;87;6;6;6;0;5;1
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;044;ŠKURINJSKA DRAGA;GEODETSKI ZAVOD RIJEKA;FRANA KRESNIKA 33;68;2;2;2;0;2;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;045;ŠKURINJSKA DRAGA;"OŠ ""ŠKURINJE""";MIHAÈEVA DRAGA 13;96;19;19;16;3;15;1
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;046;ŠKURINJSKA DRAGA;"OŠ ""ŠKURINJE""";MIHAÈEVA DRAGA 13;50;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;047;ŠKURINJSKA DRAGA;PROSTORIJE MJESNOG ODBORA;POREÈKA 94;73;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;048;OREHOVICA;PROSTORIJE MJESNOG ODBORA;KALINA 2;49;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;049;PAŠAC;"DOM ""PAŠAC""";BALDE FUÆKA 39;13;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;050;SVILNO;"DOM KULTURE ""SVILNO""";SVILNO 82;53;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;051;BRAJDA;PROSTORIJE MJESNOG ODBORA;POMERIO 26;62;2;2;2;0;2;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;052;BRAJDA;"EKONOMSKA ŠKOLA ""MIJE MIRKOVIÆA""";IVANA FILIPOVIÆA 2;76;3;3;3;0;3;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;053;BRAJDA;"EKONOMSKA ŠKOLA ""MIJE MIRKOVIÆA""";IVANA FILIPOVIÆA 2;50;5;5;5;0;5;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;054;DOLAC;PRVA RIJEÈKA HRVATSKA GIMNAZIJA;FRANA KURELCA 1;41;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;055;LUKA;PROSTORIJE MJESNOG ODBORA;VERDIEVA 11;74;7;7;6;1;5;1
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;056;ŠKOLJIÆ;"OŠ ""NIKOLA TESLA""";TRG IVANA KLOBUÈARIÆA 1;51;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;057;ŠKOLJIÆ;"OŠ ""NIKOLA TESLA""";TRG IVANA KLOBUÈARIÆA 1;47;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;058;MLAKA;OŠ PODMURVICE;PODMURVICE 6;127;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;059;MLAKA;SREDNJA ŠKOLA ZA ELEKTROTEHNIKU I RAÈUNALSTVO;ZVONIMIROVA 12;64;3;3;3;0;3;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;060;MLAKA;PROSTORIJE MJESNOG ODBORA;GIUSEPPEA DUELLE 2B;58;6;6;5;1;3;2
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;061;BANDEROVO;MEDICINSKI FAKULTET;BRAÆE BRANCHETTA 20;56;4;4;4;0;4;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;062;BANDEROVO;PROSTORIJE MJESNOG ODBORA;RUDOLFA TOMŠIÆA 15;65;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;063;POTOK;PROSTORIJE MJESNOG ODBORA;MILANA BUTKOVIÆA 2;53;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;064;PODMURVICE;PRAVNI FAKULTET;HAHLIÆ 6;129;5;5;5;0;4;1
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;065;PODMURVICE;PRAVNI FAKULTET;HAHLIÆ 6;117;7;7;7;0;4;3
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;066;PODMURVICE;PROSTORIJE MJESNOG ODBORA;DUBROVAÈKA 2;76;3;3;3;0;3;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;067;PODMURVICE;"DJEÈJI VRTIÆ ""PODMURVICE""";CAVTATSKA 4;64;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;068;SVETI NIKOLA;"OŠ ""SAN NICOLO""";MIRKA ÈURBEGA 18;92;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;069;SVETI NIKOLA;"OŠ ""SAN NICOLO""";MIRKA ÈURBEGA 18;110;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;070;SVETI NIKOLA;PROSTORIJE MJESNOG ODBORA;ZAMETSKA 6;83;3;3;3;0;3;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;071;SVETI NIKOLA;PROSTORIJE MJESNOG ODBORA;ZAMETSKA 6;133;5;5;5;0;5;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;072;SVETI NIKOLA;"DJEÈJI VRTIÆ ""KRNJEVO""";KARASOVA 4;87;3;3;3;0;3;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;073;SVETI NIKOLA;"DJEÈJI VRTIÆ ""KRNJEVO""";KARASOVA 4;94;5;5;5;0;5;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;074;SVETI NIKOLA;"DJEÈJI VRTIÆ ""KRNJEVO""";KARASOVA 4;75;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;075;TURNIÆ;"OŠ ""TURNIÆ""";FRANJE ÈANDEKA 20;60;3;3;3;0;3;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;076;TURNIÆ;PROSTORIJE MJESNOG ODBORA;FRANJE ÈANDEKA 36B;70;5;5;5;0;5;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;077;TURNIÆ;PROSTORIJE MJESNOG ODBORA;FRANJE ÈANDEKA 36B;74;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;078;TURNIÆ;PROSTORIJE MJESNOG ODBORA;FRANJE ÈANDEKA 36B;87;3;3;3;0;3;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;079;BULEVARD;PROSTORIJE MJESNOG ODBORA;ŠETALIŠTE IVANA GORANA KOVAÈIÆA 14;19;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;080;BULEVARD;PROSTORIJE MJESNOG ODBORA;ŠETALIŠTE IVANA GORANA KOVAÈIÆA 14;24;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;081;KRIMEJA;PROSTORIJE MJESNOG ODBORA;KUMIÈIÆEVA 50;62;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;082;KRIMEJA;PROSTORIJE MJESNOG ODBORA;KUMIÈIÆEVA 50;85;5;5;5;0;5;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;083;CENTAR - SUŠAK;PROSTORIJE MJESNOG ODBORA;ŠETALIŠTE ANDRIJE KAÈIÆA MIOŠIÆA 8A;32;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;084;CENTAR - SUŠAK;"OŠ ""CENTAR""";PODHUMSKIH ŽRTAVA 5;59;5;5;5;0;5;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;085;PEÆINE;PROSTORIJE MJESNOG ODBORA;JANKA POLIÆA KAMOVA 73A;26;2;2;2;0;2;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;086;PEÆINE;"OŠ ""PEÆINE""";ŠETALIŠTE TRINAESTE DIVIZIJE 25;42;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;087;PODVEŽICA;DOM UÈENIKA SUŠAK;DRAGE GERVAISA 34;57;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;088;PODVEŽICA;PROSTORIJE MJESNOG ODBORA;KVATERNIKOVA 58B;57;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;089;PODVEŽICA;"OŠ ""VEŽICA""";KVATERNIKOVA 49;50;3;3;3;0;1;2
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;090;PODVEŽICA;"OŠ ""VEŽICA""";KVATERNIKOVA 49;37;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;091;TRSAT;"OŠ ""TRSAT""";SLAVKA KRAUTZEKA 23;31;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;092;TRSAT;"OŠ ""TRSAT""";SLAVKA KRAUTZEKA 23;28;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;093;VOJAK;"OŠ ""VLADIMIR GORTAN""";PRILAZ VLADIMIRA GORTANA 2;46;2;2;2;0;2;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;094;VOJAK;"OŠ ""VLADIMIR GORTAN""";PRILAZ VLADIMIRA GORTANA 2;56;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;095;GORNJA VEŽICA;HRVATSKI DOM VEŽICA;ZDRAVKA KUÈIÆA 1;89;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;096;GORNJA VEŽICA;"OŠ ""GORNJA VEŽICA""";GORNJA VEŽICA 31;47;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;097;GORNJA VEŽICA;"OŠ ""GORNJA VEŽICA""";GORNJA VEŽICA 31;48;2;2;2;0;2;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;098;GORNJA VEŽICA;"DJEÈJI VRTIÆ ""MORÈIÆ""";BRAÆE STIPÈIÆ 32;54;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;099;GORNJA VEŽICA;"DJEÈJI VRTIÆ ""MORÈIÆ""";BRAÆE STIPÈIÆ 32;53;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;100;DRAGA;HRVATSKI DOM DRAGA;BRIG 24;52;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;RIJEKA;101;SVETI KUZAM;"HRVATSKI DOM ""SVETI KUZAM""";SVETI KUZAM 19;3;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;001;BIRAÈKO MJESTO BR. 1;DOM KULTURE JABLAN;ULICA JABLAN;6;2;2;2;0;2;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;002;BIRAÈKO MJESTO BR. 2;PODRUÈNA ŠKOLA SENJSKO;VRBOVSKO, SENJSKO 108;30;6;6;6;0;6;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;003;BIRAÈKO MJESTO BR. 3;ZGRADA ŠUMARIJE VRBOVSKO;VRBOVSKO, IVANA GORANA KOVAÈIÆA 19;95;3;3;3;0;3;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;004;BIRAÈKO MJESTO BR. 4;PROSTORIJE OSNOVNE ŠKOLE IVANA GORANA KOVAÈIÆA U VRBOVSKOM;VRBOVSKO, KRALJA TOMISLAVA 18;139;49;49;45;4;32;13
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;005;BIRAÈKO MJESTO BR. 5;VATROGASNI DOM BLAŽEVCI;BLAŽEVCI;1;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;006;BIRAÈKO MJESTO BR. 6;DOM KULTURE LUKOVDOL;LUKOVDOL;2;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;007;BIRAÈKO MJESTO BR. 7;PODRUÈNA ŠKOLA SEVERIN NA KUPI;SEVERIN NA KUPI 4;14;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;008;BIRAÈKO MJESTO BR. 8;PODRUÈNA ŠKOLA VELIKI JADRÈ;VELIKI JADRÈ;1;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;009;BIRAÈKO MJESTO BR. 9;PODRUÈNA ŠKOLA GOMIRJE;GOMIRJE, ULICA JOVE MAMULE;449;259;259;250;9;122;128
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;010;BIRAÈKO MJESTO BR. 10;DOM KULTURE  /DVORANA TZK/ MORAVICE;ULICA MARKA VUÈKOVIÆA 2 MORAVICE;412;184;184;176;8;131;45
08;PRIMORSKO-GORANSKA ŽUPANIJA;grad;VRBOVSKO;011;BIRAÈKO MJESTO BR. 11;PODRUÈNA ŠKOLA MORAVICE;MORAVICE, ULICA DOKMANOVIÆI;200;77;77;74;3;64;10
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;BAŠKA;001;BAŠKA;PROSTORIJA VJENÈAONE - SOBA BR.1;BAŠKA, ZVONIMIROVA 114;8;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;BAŠKA;002;BAŠKA;PROSTORIJA VJENÈAONE - SOBA BR.2;BAŠKA, ZVONIMIROVA 114;11;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;BAŠKA;003;JURANDVOR;"PROSTORIJA NARODNOG DOMA ""JURANDVOR""";JURANDVOR, JURANDVOR BB;6;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;BAŠKA;004;DRAGA BAŠÆANSKA;"PROST.ZADR.DOMA""DRAGA BAŠÆANSKA""";DRAGA BAŠÆANSKA 239;4;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;BROD MORAVICE;001;BIRAÈKO MJESTO BR. 1;DOM KULTURE BROD MORAVICE;BROD MORAVICE, S.RADIÆA 1;11;3;3;3;0;2;1
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;ÈAVLE;001;ÈAVLE;DOM ÈAVLE (VIJEÆNICA);ÈAVJA 17;37;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;ÈAVLE;002;CERNIK;ZGRADA ÈITAONICE;TRG ANTIFAŠISTIÈKIH BORACA 1;60;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;ÈAVLE;003;MAVRINCI;SPORTSKA DVORANA MAVRINCI;MAVRINCI 2;114;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;ÈAVLE;004;BUZDOHANJ;"""BAJÈEVO SELO"" - PROSTORIJE BK ""BAJCI""";GRIŽA 16;24;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;ÈAVLE;005;BUZDOHANJ;BOÆARSKA DVORANA HRASTENICA;HRASTENICA 25;29;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;ÈAVLE;006;PODÈUDNIÈ;KRENOVAC;KRENOVAC 2;11;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;ÈAVLE;007;GROBNIK;ZGRADA ÈITAONICE;HARTERAŠKA 1;3;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;001;DOBRINJ;DRUŠTVENI DOM;DOBRINJ;2;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;002;SUŽAN;DRUŠTVENI DOM;SUŽAN;0;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;003;ŠILO;ZGRADA AMBULANTE ŠILO;ŠILO;10;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;004;POLJE;DRUŠTVENI DOM;POLJE;6;2;2;2;0;1;1
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;005;GABONJIN;DRUŠTVENI DOM;GABONJIN;1;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;006;KRAS;DRUŠTVENI DOM;KRAS;2;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;007;ÈIŽIÆI;DRUŠTVENI DOM;ÈIŽIÈI;7;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;008;SV. VID;VATROGASNI DOM;SVETI VID;1;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;009;HLAPA;DRUŠTVENI DOM;HLAPA;1;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;010;KLANICE;DRUŠTVENE PROSTORIJE;KLANICE;1;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;011;KLIMNO;DRUŠTVENI DOM;KLIMNO;5;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;012;RASOPASNO;DRUŠTVENE PROSTORIJE;RASOPASNO;2;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;013;SV. IVAN;DRUŠTVENE PROSTORIJE;SV. IVAN;1;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;FUŽINE;001;BIRAÈKO MJESTO BR. 1;ZGRADA ZADRUŽNOG DOMA U FUŽINAMA;FUŽINE, DR. F. RAÈKOG 19;35;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;FUŽINE;002;BIRAÈKO MJESTO BR. 2;VATROGASNI DOM U VRATIMA;VRATA, VRATA 48;11;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;FUŽINE;003;BIRAÈKO MJESTO BR. 3;DOM KULTURE U LIÈU;LIÈ, VICIÆEVA 31;10;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;001;ZORETIÆI;"PROSTORIJA BK ""ZORETIÆI""";ZORETIÆI 8A;5;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;002;RATULJE;"U PROSTORIJI ""STARE ŠKOLE""";RATULJE 5;10;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;003;JELENJE;"U PROSTORIJI LOVAÈKOG DRUŠTVA ""JELEN""";JELENJE 26;1;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;004;LUKEŽI;"U PROSTORIJI ""ÈITAONICE""";LUKEŽI 81;10;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;005;DRAŽICE;"U PROSTORIJI ""ÈITAONICE""";OKRŠAJ 18;11;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;006;DRAŽICE;"U PROSTORIJI ""DOMA KULTURE""";DRAŽIÈKIH BORACA 64;20;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;007;PODKILAVAC;"U PROSTORIJI ""ÈITAONICE""";PODKILAVAC 86;3;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;008;PODHUM;"U PODHUMU I, U PROSTORIJI ""BOÆARSKOG KLUBA""";PODHUM 125;6;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;009;PODHUM;"U PODHUMU II, U PROSTORIJI NA I. KATU IZNAD DISKONTA ""DIANO""";PODHUM 340A;14;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KLANA;001;KLANA;"OSNOVNA ŠKOLA ""KLANA""";ZATREP 5;8;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KLANA;002;KLANA;VIJEÆNICA OPÆINE KLANA (NA KATU);KLANA 33;10;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KLANA;003;STUDENA;SALA STUDENA;STUDENA  BB;7;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KLANA;004;ŠKALNICA;VATROGASNI DOM ŠKALNICA;ŠKALNICA 2B;6;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KLANA;005;LISAC;DRUŠTVENI DOM LISAC;LISAC BB;3;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KLANA;006;BREZA;STARA ŠKOLA BREZA;BREZA 8;0;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KOSTRENA;001;KOSTRENA;NARODNA ÈITAONICA KOSTRENA;SVETA LUCIJA 14;17;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KOSTRENA;002;KOSTRENA;SPORTSKA DVORANA KOSTRENA;ŽUKNICA 1B;26;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KOSTRENA;003;KOSTRENA;NARODNA ÈITAONICA SV. BARBARA;TRG SVETE BARBARE 2;41;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;LOKVE;001;BIRAÈKO MJESTO BR. 1;ZGRADA OPÆINE LOKVE - OPÆINSKA VIJEÆNICA;LOKVE, ŠETALIŠTE GOLUBINJAK 6;24;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;LOPAR;001;LOPAR;PODRUÈNA ŠKOLA LOPAR;LOPAR 289;21;2;2;2;0;0;2
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;LOVRAN;001;LOVRAN;"PROSTORIJE  ""OPÆINE LOVRAN - VIJEÆNICA""";ŠETALIŠTE MARŠALA TITA 41/I;9;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;LOVRAN;002;LOVRAN;"PROSTORIJE OŠ ""VIKTOR CAR EMIN""";UL.9.RUJNA 4;35;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;LOVRAN;003;LOVRAN;"PROSTORIJE HOTELA ""LOVRAN""";ŠETALIŠTE MARŠALA TITA 19;22;1;1;1;0;1;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;LOVRAN;004;LOVRAN;PROSTORIJE ZAJEDNICE TALIJANA LOVRAN;ŠET.M.TITA 36;22;0;0;0;0;0;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;LOVRAN;005;MEDVEJA;PROSTORIJE TUR.INF.CENTRA MJESTA MEDVEJA;MEDVEJA 6A;2;0;0;0;0;0;0
